Duration (in seconds),RecordedDate,ResponseId,Q-prolific-mturk,q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-demos-state,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use_1,Q-substance-use_2,Q-substance-use_3,Q-personal_1,Q-personal_2,Q-life-changes,Q-control,Q-altruism,Q-bonus-05,Q-bonus-20,Q-bonus-50,Q-data-value-05,Q-data-value-20,Q-data-value-50,Q-data-value-100,Q-data-value-any,Q-data-value-any_1_TEXT,Q-sell-YOUR-data,Q-sell-consumer-data,Q-small-biz-use,Q-census-use,Q-research-society,Q-attn-check,showdata,incentive,connect
503,12/26/2022 15:08:35,R_3ilsBGL89rupTmV,No,55 - 64 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),Indiana,2,4+,Less than 5 times per month,Yes,Yes,No,No,No,,Consent to share,,,,,,,,,,,No,No,Yes,Yes,Yes,"Yes,No,I don't know",false,control,
548,12/26/2022 15:10:53,R_1N9qRfxsySxBONQ,No,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Ohio,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,Moved place of residence,,Consent to share,,,,,,,,,,No,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",false,altruism,
329,12/26/2022 15:11:04,R_ylMjEdPIFi2GGt3,No,25 - 34 years,No,Asian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Ohio,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes,"Yes,No,I don't know",true,bonus-05,
816,12/26/2022 15:15:43,R_1QhKXo3FefH4Bab,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Maryland,2,4+,5 - 10 times per month,No,No,No,Yes,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",true,bonus-50,
423,12/26/2022 15:17:23,R_3sifPuKAJGniWQp,No,18 - 24 years,No,Asian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),New York,3,3,More than 10 times per month,No,No,Yes,No,No,,Decline,,,,,No,Yes,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,control,
286,12/26/2022 15:17:56,R_3lXmoZ903QXEUrl,No,25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),Texas,2,2,Less than 5 times per month,No,No,No,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,No,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-05,
609,12/26/2022 15:22:30,R_3sc7qSVc0BeWGNg,No,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),Virginia,1 (just me!),2,More than 10 times per month,No,No,Yes,No,No,,,,,Decline,,,,No,No,More than $1.00 (enter amount),100.00,No,No,No,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
262,12/26/2022 15:23:45,R_pshekUBx7f5kZTH,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,North Carolina,1 (just me!),3,Less than 5 times per month,Yes,Yes,Yes,No,No,Lost a job ,,Consent to share,,,,,,,,,,No,No,Yes,No,No,"Yes,No,I don't know",true,altruism,
417,12/26/2022 15:30:33,R_3j9G4pFP8OAvC8D,No,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","Less than $25,000",Female,heterosexual (straight),Wisconsin,1 (just me!),2,5 - 10 times per month,No,Prefer not to say,Yes,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",true,control,
443,12/26/2022 15:30:57,R_cJcZj3WyXgVXH5D,Yes,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Oregon,1 (just me!),4+,Less than 5 times per month,No,Yes,Yes,No,No,,Consent to share,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,"Yes,No,I don't know",false,control,
318,12/26/2022 15:56:33,R_27x8VWgPrtRmBbs,Yes,18 - 24 years,No,Asian,High school diploma or GED,"$150,000 or more",Female,heterosexual (straight),California,2,4+,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,,Decline,,,,Yes,,,,,,No,No,No,Yes,I don't know,"Yes,No,I don't know",true,altruism,
275,12/26/2022 16:06:43,R_1NxFdNqQPtjjSci,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Kansas,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes,"Yes,No,I don't know",false,bonus-50,
611,12/26/2022 16:08:04,R_24vELmeU10p4Ojt,Yes,25 - 34 years,No,"White or Caucasian,American Indian/Native American or Alaska Native",High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Oklahoma,1 (just me!),1 (just me!),Less than 5 times per month,Yes,Yes,I stopped in the recent past,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",false,bonus-05,
1263,12/26/2022 16:09:53,R_25BcsVAyBEUzgpo,Yes,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),California,3,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,No,No,No,No,"Yes,No,I don't know",false,bonus-50,
1016,12/26/2022 16:21:11,R_sXuXLTWQhg4zY0F,No,25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),South Carolina,1 (just me!),4+,Less than 5 times per month,Yes,I stopped in the recent past,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,No,I don't know,No,No,"Yes,No,I don't know",false,altruism,
1633,12/26/2022 16:27:44,R_2Cp0UfDLfYeHyZt,No,35 - 44 years,No,Black or African American,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),Texas,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Prefer not to say,No,No,Moved place of residence,,,,Decline,,,,No,No,More than $1.00 (enter amount),$20,No,No,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
399,12/26/2022 16:31:48,R_33stvlzGVRnkcPA,No,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Pennsylvania,3,3,Less than 5 times per month,No,No,Yes,No,No,,,,,Decline,,,,No,No,More than $1.00 (enter amount),$2.50,No,No,No,No,No,"Yes,No,I don't know",false,bonus-20,
306,12/26/2022 16:35:44,R_Y9umn8jRAhKJgTn,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Minnesota,2,3,5 - 10 times per month,No,No,Yes,No,No,Moved place of residence,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,I don't know,I don't know,Yes,"Yes,No,I don't know",false,bonus-20,
360,12/26/2022 16:49:03,R_vB6uEzBeDO9xIbv,No,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),Massachusetts,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,,,,Decline,,,,No,I would not consent to share my data for any amount.,,No,No,No,I don't know,I don't know,"Yes,No,I don't know",false,bonus-50,
499,12/26/2022 16:50:52,R_3CPK4Ao6WTnMD7n,Yes,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),Illinois,2,2,Less than 5 times per month,No,No,Yes,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,I don't know,"Yes,No,I don't know",true,control,
557,12/26/2022 16:58:37,R_3HwyBgrbG8FttC8,Yes,25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Florida,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,Yes,Yes,No,Lost a job ,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",true,altruism,
232,12/26/2022 17:15:02,R_31ADYMez64zKe2X,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,North Carolina,1 (just me!),1 (just me!),5 - 10 times per month,No,Yes,Yes,No,No,Moved place of residence,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,I don't know,Yes,"Yes,No,I don't know",true,bonus-20,
395,12/26/2022 17:18:51,R_1MTfhMzI3ijaGhX,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,LGBTQ+,Oklahoma,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,No,No,No,"Lost a job ,Moved place of residence",,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",false,altruism,
535,12/26/2022 17:36:44,R_2AHiSANbVno9jis,No,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,LGBTQ+,Kansas,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,I don't know,Yes,"Yes,No,I don't know",false,bonus-50,
391,12/27/2022 3:39:31,R_1NySziOu3paaWyj,Yes,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),West Virginia,1 (just me!),2,5 - 10 times per month,No,No,No,Yes,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-05,
246,12/27/2022 3:43:36,R_3ISm7yGTA6uH07J,Yes,25 - 34 years,No,"White or Caucasian,Asian",Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),Wisconsin,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-50,
891,12/27/2022 3:48:15,R_2VCMiRJVXAvWTen,No,18 - 24 years,Yes,"White or Caucasian,American Indian/Native American or Alaska Native",Some high school or less,"$25,000 - $49,999",Other,LGBTQ+,Massachusetts,2,2,5 - 10 times per month,No,Yes,No,No,No,,,Consent to share,,,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",false,altruism,
665,12/27/2022 5:28:22,R_3QGjg7fp1Kb6J6A,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),North Carolina,1 (just me!),3,More than 10 times per month,No,No,No,No,No,Moved place of residence,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
715,12/27/2022 5:31:46,R_3PsF7MAkW3WdDqF,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),North Carolina,4+,2,Less than 5 times per month,No,No,No,No,No,"Moved place of residence,Had a child",,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,Yes,No,Yes,"Yes,No,I don't know",false,bonus-05,
691,12/27/2022 5:41:42,R_1f1b2XV62MRdXjw,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Louisiana,1 (just me!),1 (just me!),More than 10 times per month,Yes,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",true,bonus-50,
394,12/27/2022 6:01:29,R_9XGj5q11FpkR3pL,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),South Carolina,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",false,control,
512,12/27/2022 6:06:54,R_w6semdZ97uwOTzX,Yes,45 - 54 years,No,Other,Bachelor's degree,"Less than $25,000",Female,LGBTQ+,Florida,1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,,,Consent to share,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,altruism,
347,12/27/2022 6:11:50,R_2QlbbNmO9Ln2Sii,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),North Carolina,1 (just me!),4+,Less than 5 times per month,No,No,No,Yes,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,I don't know,I don't know,Yes,I don't know,I don't know,"Yes,No,I don't know",true,bonus-05,
324,12/27/2022 6:29:55,R_2VQG7Cq554P9Ov7,No,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Male,heterosexual (straight),Utah,2,2,Less than 5 times per month,No,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No,"Yes,No,I don't know",false,bonus-50,
311,12/27/2022 6:36:56,R_3Wf6lQWPIfpWR9v,No,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),Iowa,1 (just me!),4+,5 - 10 times per month,No,No,Yes,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes,"Yes,No,I don't know",false,altruism,
357,12/27/2022 6:45:07,R_10JcbruZLDf9fy2,Yes,18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,North Carolina,1 (just me!),3,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",true,bonus-05,
645,12/27/2022 6:45:57,R_PSgcRvjngEuUFC9,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Female,heterosexual (straight),Tennessee,1 (just me!),3,More than 10 times per month,I stopped in the recent past,Yes,No,Yes,No,"Lost a job ,Moved place of residence",,,,Consent to share (receive $0.20 bonus),,,,,,,,I don't know,I don't know,Yes,No,Yes,"Yes,No,I don't know",false,bonus-20,
230,12/27/2022 6:53:09,R_2D0l8Hq0cs2tG0W,No,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),South Carolina,1 (just me!),3,Less than 5 times per month,No,No,Yes,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,No,"Yes,No,I don't know",false,control,
589,12/27/2022 6:54:50,R_bBIcZn0ySKqKq0F,Yes,35 - 44 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),South Carolina,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,No,Yes,Yes,I don't know,"Yes,No,I don't know",true,control,
520,12/27/2022 7:14:53,R_111Pbqb8YG1rP4o,Yes,35 - 44 years,No,"White or Caucasian,American Indian/Native American or Alaska Native",High school diploma or GED,"$50,000 - $74,999",Female,LGBTQ+,North Carolina,1 (just me!),4+,5 - 10 times per month,Yes,Yes,Yes,No,No,Had a child,,Consent to share,,,,,,,,,,No,No,Yes,Yes,Yes,"Yes,No,I don't know",true,altruism,
447,12/27/2022 7:29:06,R_54MGsoCtfFnpLoJ,No,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,heterosexual (straight),District of Columbia,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,Yes,Yes,"Yes,No,I don't know",false,bonus-50,
358,12/27/2022 8:16:17,R_25vIhDjw3kwMi6m,Yes,35 - 44 years,Yes,Black or African American,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),New York,1 (just me!),1 (just me!),5 - 10 times per month,No,Yes,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,Yes,No,"Yes,No,I don't know",true,bonus-50,
599,12/27/2022 8:16:35,R_2BxhxogZnX0zogL,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,Kentucky,2,2,5 - 10 times per month,No,Yes,Yes,No,No,Moved place of residence,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,No,"Yes,No,I don't know",true,altruism,
353,12/27/2022 8:22:38,R_2bO84Ktdkq0012R,Yes,18 - 24 years,Yes,Other,High school diploma or GED,"Less than $25,000",Other,LGBTQ+,Connecticut,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,Moved place of residence,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,bonus-20,
631,12/27/2022 8:22:51,R_2PolzJvrZL29iF7,No,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Connecticut,1 (just me!),1 (just me!),5 - 10 times per month,No,Yes,Yes,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes,"Yes,No,I don't know",false,control,
259,12/27/2022 8:31:14,R_tKYTMJJW2ldeoIV,No,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),Texas,2,2,Less than 5 times per month,No,No,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
378,12/27/2022 8:32:06,R_1pSEkm1mOy4kpKO,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Florida,1 (just me!),1 (just me!),Less than 5 times per month,No,I stopped in the recent past,Yes,No,No,Moved place of residence,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,I don't know,"Yes,No,I don't know",false,control,
608,12/27/2022 8:32:50,R_2QFJ3DY729sxK7B,No,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),Massachusetts,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",false,altruism,
844,12/27/2022 9:06:10,R_2azfUFw45LUiNSV,No,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,LGBTQ+,New York,1 (just me!),3,5 - 10 times per month,I stopped in the recent past,Yes,Yes,No,No,Moved place of residence,Decline,,,,,No,No,Yes,,,,No,No,No,No,I don't know,"Yes,No,I don't know",true,control,
1700,12/27/2022 9:23:09,R_2P5PPfIQY9aoCMu,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Texas,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,Yes,I don't know,Yes,"Yes,No,I don't know",false,bonus-05,
1226,12/27/2022 9:27:53,R_3iWgE5w2w9NTovK,No,45 - 54 years,No,Asian,High school diploma or GED,"$25,000 - $49,999",Prefer not to say,prefer not to say,Massachusetts,1 (just me!),1 (just me!),Less than 5 times per month,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,Yes,No,"Yes,No,I don't know",false,bonus-50,
210,12/27/2022 9:31:55,R_2qgDsi30H7yPwwA,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),New Jersey,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,I don't know,No,"Yes,No,I don't know",false,bonus-20,
293,12/27/2022 9:34:30,R_sUzscjsDHiEXWF3,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Wyoming,1 (just me!),2,Less than 5 times per month,Yes,No,Yes,No,No,"Lost a job ,Moved place of residence",,Consent to share,,,,,,,,,,No,No,Yes,Yes,Yes,"Yes,No,I don't know",false,altruism,
